budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY14-15,Expense,Sheriff,10101,Gas,,0
FY14-15,Expense,Sheriff,10101,Laundry Services,,0
FY14-15,Expense,Sheriff,10101,Pest Control Srvc,,17
FY14-15,Expense,Sheriff,10101,Lock & Key Service,,135
FY14-15,Expense,Sheriff,10101,Employee Out-of-town Travel,,1431
FY14-15,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,6008
FY14-15,Expense,Sheriff,10101,Registration,,0
FY14-15,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,-340
FY14-15,Expense,Sheriff,10101,Telecmmnct'n Charge,,700
FY14-15,Expense,Sheriff,10101,Offc & Admin Supply,,0
FY14-15,Expense,Sheriff,10101,Uniforms/Work Related Items,,298
FY14-15,Expense,Sheriff,10101,Repair & Maint Supply,,3992
FY14-15,Expense,Sheriff,10101,Paint,,0
FY14-15,Expense,Sheriff,10101,Paint Supply,,0
FY14-15,Expense,Sheriff,10101,Electrical Supply,,0
FY14-15,Expense,Sheriff,10101,Electronic Parts/Supply,,299
FY14-15,Expense,Sheriff,10101,Safety Supply,,0
FY14-15,Expense,Sheriff,10101,HVAC Supply,,4485
FY14-15,Expense,Sheriff,10101,Construction Supply,,0
FY14-15,Expense,Sheriff,10101,Auto Supply,,16
FY14-15,Expense,Sheriff,10101,Small Equipment Supply,,0
FY14-15,Expense,Sheriff,10101,Work Equipment < $10K,,0
FY14-15,Expense,Sheriff,10101,Safety Equipment < $10K,,0
FY14-15,Expense,Sheriff,10101,Electrical Appliance<$10K,,1475
FY14-15,Expense,Sheriff,10101,Regular Pay,,156496
FY14-15,Expense,Sheriff,10101,Leave Pay,,17757
FY14-15,Expense,Sheriff,10101,Holiday Pay,,5786
FY14-15,Expense,Sheriff,10101,Longevity,,3383
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,1004
FY14-15,Expense,Sheriff,10101,Employer OASDI,,10681
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,2498
FY14-15,Expense,Sheriff,10101,Employer Group Health,,31496
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,1018
FY14-15,Expense,Sheriff,10101,Employer Group Life,,456
FY14-15,Expense,Sheriff,10101,Employer Pension,,25700
FY14-15,Expense,Sheriff,10101,FSA Pre-Tax Savings,,54
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,854
FY14-15,Expense,Sheriff,10101,Electric,,1062
FY14-15,Expense,Sheriff,10101,Facilities Management,,0
FY14-15,Expense,Sheriff,10101,Refuse Disposal,,10909
FY14-15,Expense,Sheriff,10101,Laundry Services,,0
FY14-15,Expense,Sheriff,10101,Pest Control Srvc,,64
FY14-15,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,945
FY14-15,Expense,Sheriff,10101,Postage & Delivery Srvc,,0
FY14-15,Expense,Sheriff,10101,Printing/Binding,,19096
FY14-15,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,977
FY14-15,Expense,Sheriff,10101,Telecmmnct'n Charge,,391
FY14-15,Expense,Sheriff,10101,Offc & Admin Supply,,105450
FY14-15,Expense,Sheriff,10101,Law Enforcement Supply,,27401
FY14-15,Expense,Sheriff,10101,Office Equipment < $10K,,315
FY14-15,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,3835
FY14-15,Expense,Sheriff,10101,HHold & Jnitr Supply,,355297
FY14-15,Expense,Sheriff,10101,Food & Ice,,29638
FY14-15,Expense,Sheriff,10101,Food Serving Supply,,0
FY14-15,Expense,Sheriff,10101,Personal Use Supply,,458201
FY14-15,Expense,Sheriff,10101,Uniforms/Work Related Items,,33622
FY14-15,Expense,Sheriff,10101,Medical Supply,,1224
FY14-15,Expense,Sheriff,10101,Repair & Maint Supply,,491
FY14-15,Expense,Sheriff,10101,Paint,,0
FY14-15,Expense,Sheriff,10101,Safety Supply,,7159
FY14-15,Expense,Sheriff,10101,HVAC Supply,,306
FY14-15,Expense,Sheriff,10101,Work Equipment < $10K,,3984
FY14-15,Expense,Sheriff,10101,Safety Equipment < $10K,,0
FY14-15,Expense,Sheriff,10101,Electrical Appliance<$10K,,0
FY14-15,Expense,Sheriff,10101,Recreation Supply,,3158
FY14-15,Expense,Sheriff,10101,Regular Pay,,134881
FY14-15,Expense,Sheriff,10101,Leave Pay,,15698
FY14-15,Expense,Sheriff,10101,Holiday Pay,,6012
FY14-15,Expense,Sheriff,10101,Overtime Pay,,7912
FY14-15,Expense,Sheriff,10101,Longevity,,1898
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,977
FY14-15,Expense,Sheriff,10101,Employer OASDI,,9252
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,2164
FY14-15,Expense,Sheriff,10101,Employer Group Health,,46080
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,1357
FY14-15,Expense,Sheriff,10101,Employer Group Life,,608
FY14-15,Expense,Sheriff,10101,Employer Pension,,28089
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,1289
FY14-15,Expense,Sheriff,10101,Lock & Key Service,,0
FY14-15,Expense,Sheriff,10101,Postage & Delivery Srvc,,33
FY14-15,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,639
FY14-15,Expense,Sheriff,10101,HHold & Jnitr Supply,,0
FY14-15,Expense,Sheriff,10101,Personal Use Supply,,0
FY14-15,Expense,Sheriff,10101,Uniforms/Work Related Items,,0
FY14-15,Expense,Sheriff,10101,Repair & Maint Supply,,2497
FY14-15,Expense,Sheriff,10101,Electrical Supply,,399
FY14-15,Expense,Sheriff,10101,Electronic Parts/Supply,,169
FY14-15,Expense,Sheriff,10101,HVAC Supply,,1762
FY14-15,Expense,Sheriff,10101,Small Equipment Supply,,189
FY14-15,Expense,Sheriff,10101,Work Equipment < $10K,,0
FY14-15,Expense,Sheriff,10101,Plumbing Appliance<$10K,,2913
FY14-15,Expense,Sheriff,10101,Regular Pay,,462242
FY14-15,Expense,Sheriff,10101,Leave Pay,,24885
FY14-15,Expense,Sheriff,10101,Holiday Pay,,13599
FY14-15,Expense,Sheriff,10101,Longevity,,2338
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,2617
FY14-15,Expense,Sheriff,10101,Employer OASDI,,27776
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,7151
FY14-15,Expense,Sheriff,10101,Employer Group Health,,38160
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,1357
FY14-15,Expense,Sheriff,10101,Employer Group Life,,608
FY14-15,Expense,Sheriff,10101,Employer Pension,,85491
FY14-15,Expense,Sheriff,10101,FSA Pre-Tax Savings,,0
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,1043
FY14-15,Expense,Sheriff,10101,Employee Out-of-town Travel,,0
FY14-15,Expense,Sheriff,10101,Employee Air Travel,,0
FY14-15,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,4032
FY14-15,Expense,Sheriff,10101,Cell Phone Service,,3767
FY14-15,Expense,Sheriff,10101,Tuition,,0
FY14-15,Expense,Sheriff,10101,Registration,,0
FY14-15,Expense,Sheriff,10101,Membership Dues,,0
FY14-15,Expense,Sheriff,10101,Telecmmnct'n Charge,,72622
FY14-15,Expense,Sheriff,10101,Offc & Admin Supply,,0
FY14-15,Expense,Sheriff,10101,Computer Hardware <$10K,,0
FY14-15,Expense,Sheriff,10101,Salary Supplement,,3192389
FY14-15,Expense,Sheriff,10101,Leave Pay,,410464
FY14-15,Expense,Sheriff,10101,Holiday Pay,,131705
FY14-15,Expense,Sheriff,10101,Overtime Pay,,90092
FY14-15,Expense,Sheriff,10101,Shift Differential Pay,,6807
FY14-15,Expense,Sheriff,10101,Injured on Duty Pay,,1391
FY14-15,Expense,Sheriff,10101,Longevity,,43299
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,21417
FY14-15,Expense,Sheriff,10101,Employer OASDI,,231593
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,54163
FY14-15,Expense,Sheriff,10101,Employer Group Health,,549722
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,20044
FY14-15,Expense,Sheriff,10101,Employer Group Life,,9610
FY14-15,Expense,Sheriff,10101,Employer Pension,,617189
FY14-15,Expense,Sheriff,10101,FSA Pre-Tax Savings,,1177
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,15221
FY14-15,Expense,Sheriff,10101,Electric,,99447
FY14-15,Expense,Sheriff,10101,Gas,,4714
FY14-15,Expense,Sheriff,10101,Cable Television,,4063
FY14-15,Expense,Sheriff,10101,Facilities Management,,13901
FY14-15,Expense,Sheriff,10101,Other Professional Srvc,,0
FY14-15,Expense,Sheriff,10101,Medical Services,,1085
FY14-15,Expense,Sheriff,10101,Management Consultant,,51533
FY14-15,Expense,Sheriff,10101,Software Consultant Fees,,144
FY14-15,Expense,Sheriff,10101,Project Management (non-cap),,352
FY14-15,Expense,Sheriff,10101,Security Services,,1537577
FY14-15,Expense,Sheriff,10101,Refuse Disposal,,10138
FY14-15,Expense,Sheriff,10101,Educational Service,,1400
FY14-15,Expense,Sheriff,10101,Laundry Services,,72
FY14-15,Expense,Sheriff,10101,Pest Control Srvc,,103
FY14-15,Expense,Sheriff,10101,DP-Outside Metro,,66000
FY14-15,Expense,Sheriff,10101,Lock & Key Service,,13
FY14-15,Expense,Sheriff,10101,Internet Services,,19794
FY14-15,Expense,Sheriff,10101,Devlop/Framing/Artwork,,0
FY14-15,Expense,Sheriff,10101,Care of Persons,,165555
FY14-15,Expense,Sheriff,10101,Employee Out-of-town Travel,,47699
FY14-15,Expense,Sheriff,10101,Employee Air Travel,,7788
FY14-15,Expense,Sheriff,10101,Employee Local Travel/Park,,544
FY14-15,Expense,Sheriff,10101,Telephone & Telegraph,,817
FY14-15,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,26105
FY14-15,Expense,Sheriff,10101,Cell Phone Service,,9892
FY14-15,Expense,Sheriff,10101,Postage & Delivery Srvc,,603
FY14-15,Expense,Sheriff,10101,Printing/Binding,,1538
FY14-15,Expense,Sheriff,10101,Sign Printing,,4034
FY14-15,Expense,Sheriff,10101,Advertising & Promot'n,,3372
FY14-15,Expense,Sheriff,10101,Subscriptions,,12585
FY14-15,Expense,Sheriff,10101,Tuition,,3955
FY14-15,Expense,Sheriff,10101,Registration,,12966
FY14-15,Expense,Sheriff,10101,Membership Dues,,10300
FY14-15,Expense,Sheriff,10101,Building Maintenance Srvc,,445
FY14-15,Expense,Sheriff,10101,Plumbing/HVAC Maintain Srvc,,0
FY14-15,Expense,Sheriff,10101,Electrical Repair Service,,1555
FY14-15,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,9344
FY14-15,Expense,Sheriff,10101,Automotive Repair Service,,0
FY14-15,Expense,Sheriff,10101,Office Equip Maintain Srvc,,30317
FY14-15,Expense,Sheriff,10101,Info Systems Charge,,418000
FY14-15,Expense,Sheriff,10101,Radio Shop Charge,,99400
FY14-15,Expense,Sheriff,10101,Postal Service Charge,,82058
FY14-15,Expense,Sheriff,10101,Telecmmnct'n Charge,,10657
FY14-15,Expense,Sheriff,10101,Fleet Management,,910900
FY14-15,Expense,Sheriff,10101,Surplus Property,,0
FY14-15,Expense,Sheriff,10101,Facilities Maint & Security,,1131600
FY14-15,Expense,Sheriff,10101,OFM Direct Billed Charges,,0
FY14-15,Expense,Sheriff,10101,Host & Hostess,,7565
FY14-15,Expense,Sheriff,10101,Offc & Admin Supply,,25698
FY14-15,Expense,Sheriff,10101,Law Enforcement Supply,,32403
FY14-15,Expense,Sheriff,10101,Ammunition,,28601
FY14-15,Expense,Sheriff,10101,Computer Software,,128024
FY14-15,Expense,Sheriff,10101,Computer Hardware <$10K,,174078
FY14-15,Expense,Sheriff,10101,Office Equipment < $10K,,8009
FY14-15,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,19509
FY14-15,Expense,Sheriff,10101,Photo Film & Supplies,,4635
FY14-15,Expense,Sheriff,10101,HHold & Jnitr Supply,,456
FY14-15,Expense,Sheriff,10101,Food & Ice,,4355
FY14-15,Expense,Sheriff,10101,Kitchen Supply,,142
FY14-15,Expense,Sheriff,10101,Floor Covering,,0
FY14-15,Expense,Sheriff,10101,Personal Use Supply,,0
FY14-15,Expense,Sheriff,10101,Uniforms/Work Related Items,,248499
FY14-15,Expense,Sheriff,10101,Books/Magazines/Periodicals,,39
FY14-15,Expense,Sheriff,10101,Educational Supply,,477
FY14-15,Expense,Sheriff,10101,Medical Supply,,5400
FY14-15,Expense,Sheriff,10101,Drugs,,0
FY14-15,Expense,Sheriff,10101,Repair & Maint Supply,,3333
FY14-15,Expense,Sheriff,10101,Paint,,297
FY14-15,Expense,Sheriff,10101,Paint Supply,,264
FY14-15,Expense,Sheriff,10101,Electrical Supply,,382
FY14-15,Expense,Sheriff,10101,Electronic Parts/Supply,,933
FY14-15,Expense,Sheriff,10101,Safety Supply,,314
FY14-15,Expense,Sheriff,10101,HVAC Supply,,0
FY14-15,Expense,Sheriff,10101,Construction Supply,,0
FY14-15,Expense,Sheriff,10101,Lumber/Wood Products,,524
FY14-15,Expense,Sheriff,10101,Signs,,0
FY14-15,Expense,Sheriff,10101,Glass,,0
FY14-15,Expense,Sheriff,10101,Auto Supply,,241
FY14-15,Expense,Sheriff,10101,Auto Fuel,,83
FY14-15,Expense,Sheriff,10101,Small Equipment Supply,,5487
FY14-15,Expense,Sheriff,10101,Work Equipment < $10K,,1815
FY14-15,Expense,Sheriff,10101,Electrical Appliance<$10K,,3427
FY14-15,Expense,Sheriff,10101,Plumbing Appliance<$10K,,107
FY14-15,Expense,Sheriff,10101,Fire/Emergency Equip<$10K,,239
FY14-15,Expense,Sheriff,10101,Plants and Landscaping,,41
FY14-15,Expense,Sheriff,10101,Procure Card Clearing,,0
FY14-15,Expense,Sheriff,10101,NSF Checks,,0
FY14-15,Expense,Sheriff,10101,Interest Expense MIP,,15081
FY14-15,Expense,Sheriff,10101,Boiler Inspection,,0
FY14-15,Expense,Sheriff,10101,Rent Equipment,,0
FY14-15,Expense,Sheriff,10101,Elevator Permit,,60
FY14-15,Expense,Sheriff,10101,Software License,,12232
FY14-15,Expense,Sheriff,10101,Drug Test Fee,,10544
FY14-15,Expense,Sheriff,10101,Other License & Fees,,2360
FY14-15,Expense,Sheriff,10101,Notary,,24
FY14-15,Expense,Sheriff,10101,Professional Privilege Tax,,820
FY14-15,Expense,Sheriff,10101,Employee Award/Gift,,1877
FY14-15,Expense,Sheriff,10101,Building Improvements,,27197
FY14-15,Expense,Sheriff,10101,Machinery & Equipment,,23691
FY14-15,Expense,Sheriff,10101,Computer Hardware,,0
FY14-15,Expense,Sheriff,10101,Computer Software,,0
FY14-15,Expense,Sheriff,10101,Transfer Operational,,15440
FY14-15,Expense,Sheriff,10101,Transfer FA Proprietary Funds,,7638
FY14-15,Expense,Sheriff,10101,Pay Plan Improvement,,0
FY14-15,Expense,Sheriff,10101,Fringe Benefits,,0
FY14-15,Expense,Sheriff,10101,Employer Group Health,,0
FY14-15,Expense,Sheriff,10101,Regular Pay,,636233
FY14-15,Expense,Sheriff,10101,Leave Pay,,46313
FY14-15,Expense,Sheriff,10101,Holiday Pay,,14133
FY14-15,Expense,Sheriff,10101,Overtime Pay,,253
FY14-15,Expense,Sheriff,10101,Shift Differential Pay,,851
FY14-15,Expense,Sheriff,10101,Injured on Duty Pay,,0
FY14-15,Expense,Sheriff,10101,Longevity,,5033
FY14-15,Expense,Sheriff,10101,IOD-NCS 90 Percent,,0
FY14-15,Expense,Sheriff,10101,IOD-CS 90 Percent,,0
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,3256
FY14-15,Expense,Sheriff,10101,Employer OASDI,,40377
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,9443
FY14-15,Expense,Sheriff,10101,Employer Group Health,,135449
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,5108
FY14-15,Expense,Sheriff,10101,Employer Group Life,,2054
FY14-15,Expense,Sheriff,10101,Employer Pension,,67510
FY14-15,Expense,Sheriff,10101,FSA Pre-Tax Savings,,220
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,3737
FY14-15,Expense,Sheriff,10101,Electric,,44945
FY14-15,Expense,Sheriff,10101,Water,,0
FY14-15,Expense,Sheriff,10101,Gas,,6926
FY14-15,Expense,Sheriff,10101,Facilities Management,,49
FY14-15,Expense,Sheriff,10101,Management Consultant,,0
FY14-15,Expense,Sheriff,10101,Refuse Disposal,,2186
FY14-15,Expense,Sheriff,10101,Educational Service,,0
FY14-15,Expense,Sheriff,10101,Laundry Services,,3091
FY14-15,Expense,Sheriff,10101,Pest Control Srvc,,0
FY14-15,Expense,Sheriff,10101,Lock & Key Service,,18
FY14-15,Expense,Sheriff,10101,Employee Out-of-town Travel,,3787
FY14-15,Expense,Sheriff,10101,Employee Air Travel,,0
FY14-15,Expense,Sheriff,10101,Employee Local Travel/Park,,0
FY14-15,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,1008
FY14-15,Expense,Sheriff,10101,Postage & Delivery Srvc,,953
FY14-15,Expense,Sheriff,10101,Printing/Binding,,1525
FY14-15,Expense,Sheriff,10101,Tuition,,2000
FY14-15,Expense,Sheriff,10101,Registration,,1458
FY14-15,Expense,Sheriff,10101,Membership Dues,,90
FY14-15,Expense,Sheriff,10101,Building Maintenance Srvc,,140
FY14-15,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,4978
FY14-15,Expense,Sheriff,10101,Telecmmnct'n Charge,,3039
FY14-15,Expense,Sheriff,10101,Offc & Admin Supply,,3063
FY14-15,Expense,Sheriff,10101,Law Enforcement Supply,,2298
FY14-15,Expense,Sheriff,10101,Ammunition,,1933
FY14-15,Expense,Sheriff,10101,Computer Software,,0
FY14-15,Expense,Sheriff,10101,Computer Hardware <$10K,,2135
FY14-15,Expense,Sheriff,10101,Office Equipment < $10K,,102
FY14-15,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,3600
FY14-15,Expense,Sheriff,10101,HHold & Jnitr Supply,,0
FY14-15,Expense,Sheriff,10101,Uniforms/Work Related Items,,63157
FY14-15,Expense,Sheriff,10101,Books/Magazines/Periodicals,,0
FY14-15,Expense,Sheriff,10101,Educational Supply,,2404
FY14-15,Expense,Sheriff,10101,Repair & Maint Supply,,3061
FY14-15,Expense,Sheriff,10101,Paint,,62
FY14-15,Expense,Sheriff,10101,Paint Supply,,295
FY14-15,Expense,Sheriff,10101,Electrical Supply,,1263
FY14-15,Expense,Sheriff,10101,Electronic Parts/Supply,,0
FY14-15,Expense,Sheriff,10101,Safety Supply,,4660
FY14-15,Expense,Sheriff,10101,HVAC Supply,,4203
FY14-15,Expense,Sheriff,10101,Construction Supply,,0
FY14-15,Expense,Sheriff,10101,Signs,,0
FY14-15,Expense,Sheriff,10101,Small Equipment Supply,,0
FY14-15,Expense,Sheriff,10101,Work Equipment < $10K,,0
FY14-15,Expense,Sheriff,10101,Electrical Appliance<$10K,,2236
FY14-15,Expense,Sheriff,10101,Plumbing Appliance<$10K,,342
FY14-15,Expense,Sheriff,10101,Other License & Fees,,150
FY14-15,Expense,Sheriff,10101,Employee Award/Gift,,194
FY14-15,Expense,Sheriff,10101,Regular Pay,,1939340
FY14-15,Expense,Sheriff,10101,Leave Pay,,295331
FY14-15,Expense,Sheriff,10101,Holiday Pay,,96057
FY14-15,Expense,Sheriff,10101,Overtime Pay,,13358
FY14-15,Expense,Sheriff,10101,Shift Differential Pay,,6783
FY14-15,Expense,Sheriff,10101,Injured on Duty Pay,,10315
FY14-15,Expense,Sheriff,10101,Longevity,,38184
FY14-15,Expense,Sheriff,10101,IOD-Light Duty,,0
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,14321
FY14-15,Expense,Sheriff,10101,Employer OASDI,,137289
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,32108
FY14-15,Expense,Sheriff,10101,Employer Group Health,,510739
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,16640
FY14-15,Expense,Sheriff,10101,Employer Group Life,,7635
FY14-15,Expense,Sheriff,10101,Employer Pension,,397069
FY14-15,Expense,Sheriff,10101,FSA Pre-Tax Savings,,1062
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,13582
FY14-15,Expense,Sheriff,10101,Electric,,15058
FY14-15,Expense,Sheriff,10101,Water,,6405
FY14-15,Expense,Sheriff,10101,Gas,,6957
FY14-15,Expense,Sheriff,10101,Stormwater,,2520
FY14-15,Expense,Sheriff,10101,Facilities Management,,0
FY14-15,Expense,Sheriff,10101,Refuse Disposal,,5
FY14-15,Expense,Sheriff,10101,Pest Control Srvc,,256
FY14-15,Expense,Sheriff,10101,Lock & Key Service,,0
FY14-15,Expense,Sheriff,10101,Employee Out-of-town Travel,,5905
FY14-15,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,19198
FY14-15,Expense,Sheriff,10101,Postage & Delivery Srvc,,0
FY14-15,Expense,Sheriff,10101,Computer Communication Servs,,4000
FY14-15,Expense,Sheriff,10101,Printing/Binding,,265
FY14-15,Expense,Sheriff,10101,Subscriptions,,1730
FY14-15,Expense,Sheriff,10101,Tuition,,1225
FY14-15,Expense,Sheriff,10101,Registration,,975
FY14-15,Expense,Sheriff,10101,Membership Dues,,1190
FY14-15,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,3127
FY14-15,Expense,Sheriff,10101,Telecmmnct'n Charge,,41354
FY14-15,Expense,Sheriff,10101,OFM Direct Billed Charges,,0
FY14-15,Expense,Sheriff,10101,Offc & Admin Supply,,5968
FY14-15,Expense,Sheriff,10101,Law Enforcement Supply,,1110
FY14-15,Expense,Sheriff,10101,Computer Hardware <$10K,,455
FY14-15,Expense,Sheriff,10101,Office Equipment < $10K,,55
FY14-15,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,0
FY14-15,Expense,Sheriff,10101,Food & Ice,,0
FY14-15,Expense,Sheriff,10101,Floor Covering,,0
FY14-15,Expense,Sheriff,10101,Uniforms/Work Related Items,,0
FY14-15,Expense,Sheriff,10101,Books/Magazines/Periodicals,,0
FY14-15,Expense,Sheriff,10101,Repair & Maint Supply,,296
FY14-15,Expense,Sheriff,10101,Paint,,0
FY14-15,Expense,Sheriff,10101,Electrical Supply,,0
FY14-15,Expense,Sheriff,10101,Electronic Parts/Supply,,685
FY14-15,Expense,Sheriff,10101,Safety Supply,,0
FY14-15,Expense,Sheriff,10101,HVAC Supply,,0
FY14-15,Expense,Sheriff,10101,Construction Supply,,0
FY14-15,Expense,Sheriff,10101,Auto Supply,,510
FY14-15,Expense,Sheriff,10101,Electrical Appliance<$10K,,670
FY14-15,Expense,Sheriff,10101,Regular Pay,,3542745
FY14-15,Expense,Sheriff,10101,Leave Pay,,439992
FY14-15,Expense,Sheriff,10101,Holiday Pay,,177128
FY14-15,Expense,Sheriff,10101,Overtime Pay,,44699
FY14-15,Expense,Sheriff,10101,Shift Differential Pay,,58984
FY14-15,Expense,Sheriff,10101,Injured on Duty Pay,,394
FY14-15,Expense,Sheriff,10101,Longevity,,53378
FY14-15,Expense,Sheriff,10101,IOD-Light Duty,,0
FY14-15,Expense,Sheriff,10101,IOD-NCS 90 Percent,,0
FY14-15,Expense,Sheriff,10101,IOD-CS 90 Percent,,0
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,25699
FY14-15,Expense,Sheriff,10101,Employer OASDI,,245267
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,57361
FY14-15,Expense,Sheriff,10101,Employer Group Health,,957535
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,32920
FY14-15,Expense,Sheriff,10101,Employer Group Life,,15853
FY14-15,Expense,Sheriff,10101,Employer Pension,,693669
FY14-15,Expense,Sheriff,10101,FSA Pre-Tax Savings,,963
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,26459
FY14-15,Expense,Sheriff,10101,Security Services,,3013
FY14-15,Expense,Sheriff,10101,Lock & Key Service,,0
FY14-15,Expense,Sheriff,10101,Employee Out-of-town Travel,,0
FY14-15,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,3260
FY14-15,Expense,Sheriff,10101,Postage & Delivery Srvc,,52
FY14-15,Expense,Sheriff,10101,Tuition,,2000
FY14-15,Expense,Sheriff,10101,Registration,,-450
FY14-15,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,97
FY14-15,Expense,Sheriff,10101,Automotive Repair Service,,0
FY14-15,Expense,Sheriff,10101,Telecmmnct'n Charge,,3227
FY14-15,Expense,Sheriff,10101,OFM Direct Billed Charges,,0
FY14-15,Expense,Sheriff,10101,Offc & Admin Supply,,1031
FY14-15,Expense,Sheriff,10101,Law Enforcement Supply,,0
FY14-15,Expense,Sheriff,10101,Computer Hardware <$10K,,0
FY14-15,Expense,Sheriff,10101,Office Equipment < $10K,,1608
FY14-15,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,208
FY14-15,Expense,Sheriff,10101,Uniforms/Work Related Items,,16151
FY14-15,Expense,Sheriff,10101,Repair & Maint Supply,,1458
FY14-15,Expense,Sheriff,10101,Paint,,0
FY14-15,Expense,Sheriff,10101,Paint Supply,,0
FY14-15,Expense,Sheriff,10101,Electronic Parts/Supply,,0
FY14-15,Expense,Sheriff,10101,Safety Supply,,0
FY14-15,Expense,Sheriff,10101,HVAC Supply,,1249
FY14-15,Expense,Sheriff,10101,Auto Supply,,368
FY14-15,Expense,Sheriff,10101,Small Equipment Supply,,0
FY14-15,Expense,Sheriff,10101,Work Equipment < $10K,,0
FY14-15,Expense,Sheriff,10101,Safety Equipment < $10K,,0
FY14-15,Expense,Sheriff,10101,Rent Equipment,,0
FY14-15,Expense,Sheriff,10101,Drivers License,,625
FY14-15,Expense,Sheriff,10101,Other License & Fees,,250
FY14-15,Expense,Sheriff,10101,Regular Pay,,765198
FY14-15,Expense,Sheriff,10101,Leave Pay,,108546
FY14-15,Expense,Sheriff,10101,Holiday Pay,,46332
FY14-15,Expense,Sheriff,10101,Overtime Pay,,25679
FY14-15,Expense,Sheriff,10101,Shift Differential Pay,,18387
FY14-15,Expense,Sheriff,10101,Injured on Duty Pay,,0
FY14-15,Expense,Sheriff,10101,Longevity,,5720
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,5549
FY14-15,Expense,Sheriff,10101,Employer OASDI,,54539
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,12755
FY14-15,Expense,Sheriff,10101,Employer Group Health,,245734
FY14-15,Expense,Sheriff,10101,Employer Dental Group,,8045
FY14-15,Expense,Sheriff,10101,Employer Group Life,,3821
FY14-15,Expense,Sheriff,10101,Employer Pension,,164593
FY14-15,Expense,Sheriff,10101,FSA Pre-Tax Savings,,29
FY14-15,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,6786
FY14-15,Expense,Sheriff,10101,Employee Out-of-town Travel,,0
FY14-15,Expense,Sheriff,10101,Tuition,,0
FY14-15,Expense,Sheriff,10101,Registration,,0
FY14-15,Expense,Sheriff,10101,Salary Supplement,,28061
FY14-15,Expense,Sheriff,10101,Leave Pay,,1923
FY14-15,Expense,Sheriff,10101,Holiday Pay,,588
FY14-15,Expense,Sheriff,10101,Overtime Pay,,4
FY14-15,Expense,Sheriff,10101,Shift Differential Pay,,902
FY14-15,Expense,Sheriff,10101,Longevity,,0
FY14-15,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,683
FY14-15,Expense,Sheriff,10101,Employer OASDI,,1791
FY14-15,Expense,Sheriff,10101,Employer SSN Medical,,419
