budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY16-17,Expense,Police,10101,Host & Hostess,,440
FY16-17,Expense,Police,10101,Offc & Admin Supply,,21828
FY16-17,Expense,Police,10101,Law Enforcement Supply,,16703
FY16-17,Expense,Police,10101,Law Enforce Equip <$10K,,8406
FY16-17,Expense,Police,10101,Ammunition,,3050
FY16-17,Expense,Police,10101,Computer Software,,1995
FY16-17,Expense,Police,10101,Office Equipment < $10K,,37189
FY16-17,Expense,Police,10101,Furniture/Fixtures<$10K,,3386
FY16-17,Expense,Police,10101,Photo Film & Supplies,,540
FY16-17,Expense,Police,10101,HHold & Jnitr Supply,,0
FY16-17,Expense,Police,10101,Crime Lab Chemicals,,304003
FY16-17,Expense,Police,10101,Uniforms - Allowance,,800
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,16196
FY16-17,Expense,Police,10101,Books/Magazines/Periodicals,,1052
FY16-17,Expense,Police,10101,Drugs,,27875
FY16-17,Expense,Police,10101,Laboratory Supplies,,187905
FY16-17,Expense,Police,10101,Signs,,409
FY16-17,Expense,Police,10101,Small Equipment Supply,,0
FY16-17,Expense,Police,10101,Rent Equipment,,3690
FY16-17,Expense,Police,10101,Software License,,10030
FY16-17,Expense,Police,10101,Other License & Fees,,19920
FY16-17,Expense,Police,10101,Machinery & Equipment,,48234
FY16-17,Expense,Police,10101,Salary Supplement,,678951
FY16-17,Expense,Police,10101,Leave Pay,,110784
FY16-17,Expense,Police,10101,Holiday Pay,,37703
FY16-17,Expense,Police,10101,Overtime Pay,,35428
FY16-17,Expense,Police,10101,Out of Class Pay,,0
FY16-17,Expense,Police,10101,Shift Differential Pay,,264
FY16-17,Expense,Police,10101,Injured on Duty Pay,,3400
FY16-17,Expense,Police,10101,Longevity,,12458
FY16-17,Expense,Police,10101,Overtime Pay-PreTrial Conf,,50
FY16-17,Expense,Police,10101,IOD-Light Duty,,8529
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,537
FY16-17,Expense,Police,10101,Employer OASDI,,52076
FY16-17,Expense,Police,10101,Employer SSN Medical,,12179
FY16-17,Expense,Police,10101,Employer Group Health,,178191
FY16-17,Expense,Police,10101,Employer Dental Group,,5194
FY16-17,Expense,Police,10101,Employer Group Life,,2689
FY16-17,Expense,Police,10101,Employer Pension,,138132
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,153
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,5077
FY16-17,Expense,Police,10101,Refuse Disposal,,4112
FY16-17,Expense,Police,10101,Employee Out-of-town Travel,,49
FY16-17,Expense,Police,10101,Employee Air Travel,,0
FY16-17,Expense,Police,10101,Registration,,975
FY16-17,Expense,Police,10101,Membership Dues,,650
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,2288
FY16-17,Expense,Police,10101,Radio Shop Charge,,5273
FY16-17,Expense,Police,10101,Fleet Management,,11800
FY16-17,Expense,Police,10101,Offc & Admin Supply,,11471
FY16-17,Expense,Police,10101,Law Enforcement Supply,,16122
FY16-17,Expense,Police,10101,Uniforms - Allowance,,3200
FY16-17,Expense,Police,10101,Books/Magazines/Periodicals,,0
FY16-17,Expense,Police,10101,Small Equipment Supply,,0
FY16-17,Expense,Police,10101,Rent Equipment,,2798
FY16-17,Expense,Police,10101,Regular Pay,,50892
FY16-17,Expense,Police,10101,Leave Pay,,7023
FY16-17,Expense,Police,10101,Holiday Pay,,2317
FY16-17,Expense,Police,10101,Longevity,,935
FY16-17,Expense,Police,10101,Employer OASDI,,3669
FY16-17,Expense,Police,10101,Employer SSN Medical,,858
FY16-17,Expense,Police,10101,Employer Group Health,,5805
FY16-17,Expense,Police,10101,Employer Dental Group,,339
FY16-17,Expense,Police,10101,Employer Group Life,,136
FY16-17,Expense,Police,10101,Employer Pension,,9342
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,152
FY16-17,Expense,Police,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Police,10101,Postal Service Charge,,0
FY16-17,Expense,Police,10101,Fleet Management,,5900
FY16-17,Expense,Police,10101,Offc & Admin Supply,,118
FY16-17,Expense,Police,10101,Small Equipment Supply,,0
FY16-17,Expense,Police,10101,Salary Supplement,,534548
FY16-17,Expense,Police,10101,Leave Pay,,98631
FY16-17,Expense,Police,10101,Holiday Pay,,27870
FY16-17,Expense,Police,10101,Overtime Pay,,76
FY16-17,Expense,Police,10101,Out of Class Pay,,0
FY16-17,Expense,Police,10101,Shift Differential Pay,,12562
FY16-17,Expense,Police,10101,Injured on Duty Pay,,0
FY16-17,Expense,Police,10101,Longevity,,6976
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,0
FY16-17,Expense,Police,10101,Employer OASDI,,38533
FY16-17,Expense,Police,10101,Employer SSN Medical,,9012
FY16-17,Expense,Police,10101,Employer Group Health,,157839
FY16-17,Expense,Police,10101,Employer Dental Group,,5629
FY16-17,Expense,Police,10101,Employer Group Life,,3121
FY16-17,Expense,Police,10101,Employer Pension,,97450
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,17
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,4509
FY16-17,Expense,Police,10101,Security Services,,0
FY16-17,Expense,Police,10101,Laundry Services,,9228
FY16-17,Expense,Police,10101,Pest Control Srvc,,0
FY16-17,Expense,Police,10101,Membership Dues,,0
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,1458
FY16-17,Expense,Police,10101,Fleet Management,,5900
FY16-17,Expense,Police,10101,Facilities Maint & Security,,0
FY16-17,Expense,Police,10101,Offc & Admin Supply,,882
FY16-17,Expense,Police,10101,Law Enforcement Supply,,0
FY16-17,Expense,Police,10101,Furniture/Fixtures<$10K,,0
FY16-17,Expense,Police,10101,Uniforms - Allowance,,0
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,10557
FY16-17,Expense,Police,10101,Small Equipment Supply,,120
FY16-17,Expense,Police,10101,Other License & Fees,,228
FY16-17,Expense,Police,10101,Regular Pay,,598262
FY16-17,Expense,Police,10101,Leave Pay,,92395
FY16-17,Expense,Police,10101,Holiday Pay,,32103
FY16-17,Expense,Police,10101,Overtime Pay,,15123
FY16-17,Expense,Police,10101,Shift Differential Pay,,112
FY16-17,Expense,Police,10101,Injured on Duty Pay,,0
FY16-17,Expense,Police,10101,Longevity,,9072
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,233
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,0
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,699
FY16-17,Expense,Police,10101,Employer OASDI,,44299
FY16-17,Expense,Police,10101,Employer SSN Medical,,10360
FY16-17,Expense,Police,10101,Employer Group Health,,124947
FY16-17,Expense,Police,10101,Employer Dental Group,,3231
FY16-17,Expense,Police,10101,Employer Group Life,,1613
FY16-17,Expense,Police,10101,Employer Pension,,114726
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,3396
FY16-17,Expense,Police,10101,Water,,90
FY16-17,Expense,Police,10101,Care of Animals,,5132
FY16-17,Expense,Police,10101,Employee Out-of-town Travel,,6558
FY16-17,Expense,Police,10101,Membership Dues,,550
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,0
FY16-17,Expense,Police,10101,Mechanical Repair Service,,9887
FY16-17,Expense,Police,10101,Radio Shop Charge,,13183
FY16-17,Expense,Police,10101,Fleet Management,,59000
FY16-17,Expense,Police,10101,Offc & Admin Supply,,1709
FY16-17,Expense,Police,10101,Law Enforcement Supply,,41807
FY16-17,Expense,Police,10101,Computer Hardware <$10K,,1847
FY16-17,Expense,Police,10101,Uniforms - Allowance,,4000
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,811
FY16-17,Expense,Police,10101,Ag & Animal Supply,,2945
FY16-17,Expense,Police,10101,Auto Fuel,,794
FY16-17,Expense,Police,10101,Small Equipment Supply,,5613
FY16-17,Expense,Police,10101,Rent Equipment,,2004
FY16-17,Expense,Police,10101,Regular Pay,,1721643
FY16-17,Expense,Police,10101,Leave Pay,,22695
FY16-17,Expense,Police,10101,Holiday Pay,,5377
FY16-17,Expense,Police,10101,Overtime Pay,,66
FY16-17,Expense,Police,10101,Shift Differential Pay,,58
FY16-17,Expense,Police,10101,Other Special Pay,,84900
FY16-17,Expense,Police,10101,Injured on Duty Pay,,144
FY16-17,Expense,Police,10101,Longevity,,14878
FY16-17,Expense,Police,10101,Employer OASDI,,110259
FY16-17,Expense,Police,10101,Employer SSN Medical,,25787
FY16-17,Expense,Police,10101,Employer Group Health,,186728
FY16-17,Expense,Police,10101,Employer Dental Group,,6059
FY16-17,Expense,Police,10101,Employer Group Life,,4277
FY16-17,Expense,Police,10101,Employer Pension,,64064
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,323
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,5210
FY16-17,Expense,Police,10101,Employee Local Travel/Park,,62463
FY16-17,Expense,Police,10101,Advertising & Promot'n,,0
FY16-17,Expense,Police,10101,Radio Shop Charge,,1818
FY16-17,Expense,Police,10101,Fleet Management,,5900
FY16-17,Expense,Police,10101,Host & Hostess,,21
FY16-17,Expense,Police,10101,Offc & Admin Supply,,1785
FY16-17,Expense,Police,10101,Law Enforcement Supply,,2266
FY16-17,Expense,Police,10101,Uniforms - Allowance,,800
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,21981
FY16-17,Expense,Police,10101,Rent Equipment,,2379
FY16-17,Expense,Police,10101,Regular Pay,,1360443
FY16-17,Expense,Police,10101,Leave Pay,,197503
FY16-17,Expense,Police,10101,Holiday Pay,,70930
FY16-17,Expense,Police,10101,Overtime Pay,,103268
FY16-17,Expense,Police,10101,Shift Differential Pay,,12387
FY16-17,Expense,Police,10101,Injured on Duty Pay,,1711
FY16-17,Expense,Police,10101,Longevity,,14658
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,45762
FY16-17,Expense,Police,10101,IOD-Light Duty,,244
FY16-17,Expense,Police,10101,Employer OASDI,,106610
FY16-17,Expense,Police,10101,Employer SSN Medical,,24933
FY16-17,Expense,Police,10101,Employer Group Health,,267183
FY16-17,Expense,Police,10101,Employer Dental Group,,8845
FY16-17,Expense,Police,10101,Employer Group Life,,4413
FY16-17,Expense,Police,10101,Employer Pension,,278079
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,471
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,7629
FY16-17,Expense,Police,10101,Employee Out-of-town Travel,,329
FY16-17,Expense,Police,10101,Printing/Binding,,441
FY16-17,Expense,Police,10101,Advertising & Promot'n,,3643
FY16-17,Expense,Police,10101,Registration,,2100
FY16-17,Expense,Police,10101,Membership Dues,,300
FY16-17,Expense,Police,10101,Law Enforcement Equip Repair,,0
FY16-17,Expense,Police,10101,Radio Shop Charge,,25457
FY16-17,Expense,Police,10101,Fleet Management,,182900
FY16-17,Expense,Police,10101,Offc & Admin Supply,,3406
FY16-17,Expense,Police,10101,Law Enforcement Supply,,24266
FY16-17,Expense,Police,10101,Uniforms - Allowance,,12000
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,384
FY16-17,Expense,Police,10101,Auto Fuel,,0
FY16-17,Expense,Police,10101,Small Equipment Supply,,1170
FY16-17,Expense,Police,10101,Rent Equipment,,1576
FY16-17,Expense,Police,10101,Regular Pay,,1644930
FY16-17,Expense,Police,10101,Leave Pay,,328417
FY16-17,Expense,Police,10101,Holiday Pay,,118990
FY16-17,Expense,Police,10101,Overtime Pay,,16950
FY16-17,Expense,Police,10101,Shift Differential Pay,,14486
FY16-17,Expense,Police,10101,Injured on Duty Pay,,6400
FY16-17,Expense,Police,10101,Longevity,,22945
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,3207
FY16-17,Expense,Police,10101,IOD-CS 100 Percent,,0
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,4775
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,2008
FY16-17,Expense,Police,10101,Employer OASDI,,126736
FY16-17,Expense,Police,10101,Employer SSN Medical,,29640
FY16-17,Expense,Police,10101,Employer Group Health,,347181
FY16-17,Expense,Police,10101,Employer Dental Group,,10515
FY16-17,Expense,Police,10101,Employer Group Life,,5464
FY16-17,Expense,Police,10101,Employer Pension,,322969
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,616
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,9839
FY16-17,Expense,Police,10101,Medical Services,,1265
FY16-17,Expense,Police,10101,Security Services,,0
FY16-17,Expense,Police,10101,Laundry Services,,37
FY16-17,Expense,Police,10101,Care of Animals,,41859
FY16-17,Expense,Police,10101,Employee Out-of-town Travel,,2498
FY16-17,Expense,Police,10101,Employee Air Travel,,1008
FY16-17,Expense,Police,10101,Subscriptions,,435
FY16-17,Expense,Police,10101,Registration,,825
FY16-17,Expense,Police,10101,Membership Dues,,4155
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,19192
FY16-17,Expense,Police,10101,Mechanical Repair Service,,531967
FY16-17,Expense,Police,10101,Radio Shop Charge,,29367
FY16-17,Expense,Police,10101,Fleet Management,,135700
FY16-17,Expense,Police,10101,Offc & Admin Supply,,5481
FY16-17,Expense,Police,10101,Law Enforcement Supply,,11026
FY16-17,Expense,Police,10101,Ammunition,,440
FY16-17,Expense,Police,10101,Computer Software,,87700
FY16-17,Expense,Police,10101,Uniforms - Allowance,,12000
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,963
FY16-17,Expense,Police,10101,Ag & Animal Supply,,9680
FY16-17,Expense,Police,10101,Repair & Maint Supply,,1833
FY16-17,Expense,Police,10101,Signs,,0
FY16-17,Expense,Police,10101,Auto Fuel,,216
FY16-17,Expense,Police,10101,Aircraft Fuel,,47073
FY16-17,Expense,Police,10101,Small Equipment Supply,,15784
FY16-17,Expense,Police,10101,Rent Equipment,,1063
FY16-17,Expense,Police,10101,Regular Pay,,671625
FY16-17,Expense,Police,10101,Leave Pay,,73900
FY16-17,Expense,Police,10101,Holiday Pay,,36213
FY16-17,Expense,Police,10101,Overtime Pay,,113298
FY16-17,Expense,Police,10101,Shift Differential Pay,,3188
FY16-17,Expense,Police,10101,Injured on Duty Pay,,2444
FY16-17,Expense,Police,10101,Longevity,,7508
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,1732
FY16-17,Expense,Police,10101,IOD-CS 100 Percent,,0
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,21041
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,10123
FY16-17,Expense,Police,10101,Employer OASDI,,54772
FY16-17,Expense,Police,10101,Employer SSN Medical,,12809
FY16-17,Expense,Police,10101,Employer Group Health,,174315
FY16-17,Expense,Police,10101,Employer Dental Group,,4293
FY16-17,Expense,Police,10101,Employer Group Life,,2135
FY16-17,Expense,Police,10101,Employer Pension,,144853
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,7
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,4944
FY16-17,Expense,Police,10101,Uniform Cleaning Service,,731
FY16-17,Expense,Police,10101,Employee Out-of-town Travel,,5497
FY16-17,Expense,Police,10101,Employee Air Travel,,681
FY16-17,Expense,Police,10101,Computer Communication Servs,,5015
FY16-17,Expense,Police,10101,Registration,,4095
FY16-17,Expense,Police,10101,Membership Dues,,150
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,13324
FY16-17,Expense,Police,10101,Police Vehicle Direct Charges,,0
FY16-17,Expense,Police,10101,Radio Shop Charge,,16638
FY16-17,Expense,Police,10101,Fleet Management,,153400
FY16-17,Expense,Police,10101,Offc & Admin Supply,,2687
FY16-17,Expense,Police,10101,Law Enforcement Supply,,67226
FY16-17,Expense,Police,10101,Law Enforce Equip <$10K,,0
FY16-17,Expense,Police,10101,Ammunition,,36160
FY16-17,Expense,Police,10101,Uniforms - Allowance,,4800
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,5531
FY16-17,Expense,Police,10101,Repair & Maint Supply,,0
FY16-17,Expense,Police,10101,Small Equipment Supply,,-100
FY16-17,Expense,Police,10101,Machinery & Equipment,,0
FY16-17,Expense,Police,10101,Salary Supplement,,1048583
FY16-17,Expense,Police,10101,Leave Pay,,165341
FY16-17,Expense,Police,10101,Holiday Pay,,61415
FY16-17,Expense,Police,10101,Overtime Pay,,22606
FY16-17,Expense,Police,10101,Out of Class Pay,,0
FY16-17,Expense,Police,10101,Shift Differential Pay,,9473
FY16-17,Expense,Police,10101,Injured on Duty Pay,,0
FY16-17,Expense,Police,10101,Longevity,,16576
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,2027
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,0
FY16-17,Expense,Police,10101,Employer OASDI,,78096
FY16-17,Expense,Police,10101,Employer SSN Medical,,18264
FY16-17,Expense,Police,10101,Employer Group Health,,216232
FY16-17,Expense,Police,10101,Employer Dental Group,,6246
FY16-17,Expense,Police,10101,Employer Group Life,,3246
FY16-17,Expense,Police,10101,Employer Pension,,203409
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,3
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,6089
FY16-17,Expense,Police,10101,Project Management (non-cap),,0
FY16-17,Expense,Police,10101,Printing/Binding,,289
FY16-17,Expense,Police,10101,Advertising & Promot'n,,4549
FY16-17,Expense,Police,10101,Registration,,1349
FY16-17,Expense,Police,10101,Membership Dues,,0
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,-5193
FY16-17,Expense,Police,10101,Radio Shop Charge,,14001
FY16-17,Expense,Police,10101,Fleet Management,,64900
FY16-17,Expense,Police,10101,Offc & Admin Supply,,14182
FY16-17,Expense,Police,10101,Law Enforcement Supply,,682
FY16-17,Expense,Police,10101,Uniforms - Allowance,,8400
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,0
FY16-17,Expense,Police,10101,Repair & Maint Supply,,0
FY16-17,Expense,Police,10101,Small Equipment Supply,,1830
FY16-17,Expense,Police,10101,Rent Equipment,,1304
FY16-17,Expense,Police,10101,Regular Pay,,5273415
FY16-17,Expense,Police,10101,Leave Pay,,813341
FY16-17,Expense,Police,10101,Holiday Pay,,335886
FY16-17,Expense,Police,10101,Overtime Pay,,194605
FY16-17,Expense,Police,10101,Shift Differential Pay,,68156
FY16-17,Expense,Police,10101,Injured on Duty Pay,,8642
FY16-17,Expense,Police,10101,Longevity,,42618
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,209921
FY16-17,Expense,Police,10101,IOD-CS 100 Percent,,0
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,23173
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,20063
FY16-17,Expense,Police,10101,Employer OASDI,,411578
FY16-17,Expense,Police,10101,Employer SSN Medical,,96256
FY16-17,Expense,Police,10101,Employer Group Health,,1147271
FY16-17,Expense,Police,10101,Employer Dental Group,,36112
FY16-17,Expense,Police,10101,Employer Group Life,,18678
FY16-17,Expense,Police,10101,Employer Pension,,1078670
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,350
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,32002
FY16-17,Expense,Police,10101,Devlop/Framing/Artwork,,0
FY16-17,Expense,Police,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Police,10101,Telephone & Telegraph,,0
FY16-17,Expense,Police,10101,Advertising & Promot'n,,1976
FY16-17,Expense,Police,10101,Subscriptions,,211
FY16-17,Expense,Police,10101,Registration,,4180
FY16-17,Expense,Police,10101,Membership Dues,,550
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,328
FY16-17,Expense,Police,10101,Police Vehicle Direct Charges,,0
FY16-17,Expense,Police,10101,Radio Shop Charge,,96010
FY16-17,Expense,Police,10101,Fleet Management,,631300
FY16-17,Expense,Police,10101,Facilities Maint & Security,,0
FY16-17,Expense,Police,10101,Host & Hostess,,691
FY16-17,Expense,Police,10101,Offc & Admin Supply,,20906
FY16-17,Expense,Police,10101,Law Enforcement Supply,,2018
FY16-17,Expense,Police,10101,Law Enforce Equip <$10K,,0
FY16-17,Expense,Police,10101,Uniforms - Allowance,,45600
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,358
FY16-17,Expense,Police,10101,Repair & Maint Supply,,55
FY16-17,Expense,Police,10101,Aircraft Fuel,,180
FY16-17,Expense,Police,10101,Small Equipment Supply,,1167
FY16-17,Expense,Police,10101,Rent Equipment,,2333
FY16-17,Expense,Police,10101,Transfer Operational,,8492
FY16-17,Expense,Police,10101,Regular Pay,,6722795
FY16-17,Expense,Police,10101,Leave Pay,,1026199
FY16-17,Expense,Police,10101,Holiday Pay,,428649
FY16-17,Expense,Police,10101,Overtime Pay,,218733
FY16-17,Expense,Police,10101,Out of Class Pay,,1919
FY16-17,Expense,Police,10101,Shift Differential Pay,,86746
FY16-17,Expense,Police,10101,Injured on Duty Pay,,7644
FY16-17,Expense,Police,10101,Longevity,,51819
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,213173
FY16-17,Expense,Police,10101,IOD-CS 100 Percent,,0
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,7658
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,17859
FY16-17,Expense,Police,10101,Employer OASDI,,518614
FY16-17,Expense,Police,10101,Employer SSN Medical,,121292
FY16-17,Expense,Police,10101,Employer Group Health,,1348491
FY16-17,Expense,Police,10101,Employer Dental Group,,45197
FY16-17,Expense,Police,10101,Employer Group Life,,23800
FY16-17,Expense,Police,10101,Employer Pension,,1356363
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,742
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,37763
FY16-17,Expense,Police,10101,Refuse Disposal,,40
FY16-17,Expense,Police,10101,Advertising & Promot'n,,3180
FY16-17,Expense,Police,10101,Subscriptions,,276
FY16-17,Expense,Police,10101,Registration,,905
FY16-17,Expense,Police,10101,Membership Dues,,350
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,40
FY16-17,Expense,Police,10101,Police Vehicle Direct Charges,,0
FY16-17,Expense,Police,10101,Radio Shop Charge,,122285
FY16-17,Expense,Police,10101,Fleet Management,,843700
FY16-17,Expense,Police,10101,Facilities Maint & Security,,0
FY16-17,Expense,Police,10101,Host & Hostess,,129
FY16-17,Expense,Police,10101,Offc & Admin Supply,,25955
FY16-17,Expense,Police,10101,Law Enforcement Supply,,2218
FY16-17,Expense,Police,10101,Law Enforce Equip <$10K,,0
FY16-17,Expense,Police,10101,Uniforms - Allowance,,58600
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,386
FY16-17,Expense,Police,10101,Educational Supply,,0
FY16-17,Expense,Police,10101,Repair & Maint Supply,,832
FY16-17,Expense,Police,10101,Construction Supply,,0
FY16-17,Expense,Police,10101,Small Equipment Supply,,234
FY16-17,Expense,Police,10101,Rent Equipment,,6690
FY16-17,Expense,Police,10101,Transfer Operational,,8491
FY16-17,Expense,Police,10101,Regular Pay,,6667825
FY16-17,Expense,Police,10101,Leave Pay,,1078425
FY16-17,Expense,Police,10101,Holiday Pay,,437360
FY16-17,Expense,Police,10101,Overtime Pay,,219863
FY16-17,Expense,Police,10101,Out of Class Pay,,0
FY16-17,Expense,Police,10101,Shift Differential Pay,,88107
FY16-17,Expense,Police,10101,Injured on Duty Pay,,10685
FY16-17,Expense,Police,10101,Longevity,,55020
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,268595
FY16-17,Expense,Police,10101,IOD-CS 100 Percent,,0
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,11412
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,16857
FY16-17,Expense,Police,10101,Employer OASDI,,522144
FY16-17,Expense,Police,10101,Employer SSN Medical,,122115
FY16-17,Expense,Police,10101,Employer Group Health,,1397851
FY16-17,Expense,Police,10101,Employer Dental Group,,45218
FY16-17,Expense,Police,10101,Employer Group Life,,23340
FY16-17,Expense,Police,10101,Employer Pension,,1361359
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,631
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,39093
FY16-17,Expense,Police,10101,Project Management (non-cap),,0
FY16-17,Expense,Police,10101,Lock & Key Service,,55
FY16-17,Expense,Police,10101,Employee Out-of-town Travel,,742
FY16-17,Expense,Police,10101,Employee Local Travel/Park,,0
FY16-17,Expense,Police,10101,Advertising & Promot'n,,2412
FY16-17,Expense,Police,10101,Subscriptions,,0
FY16-17,Expense,Police,10101,Registration,,905
FY16-17,Expense,Police,10101,Membership Dues,,175
FY16-17,Expense,Police,10101,Other Rpr & Maint Srvc,,0
FY16-17,Expense,Police,10101,Police Vehicle Direct Charges,,0
FY16-17,Expense,Police,10101,Radio Shop Charge,,112193
FY16-17,Expense,Police,10101,Fleet Management,,684400
FY16-17,Expense,Police,10101,Facilities Maint & Security,,0
FY16-17,Expense,Police,10101,Host & Hostess,,0
FY16-17,Expense,Police,10101,Offc & Admin Supply,,22613
FY16-17,Expense,Police,10101,Law Enforcement Supply,,2657
FY16-17,Expense,Police,10101,Law Enforce Equip <$10K,,1400
FY16-17,Expense,Police,10101,Uniforms - Allowance,,57600
FY16-17,Expense,Police,10101,Uniforms/Work Related Items,,149
FY16-17,Expense,Police,10101,Small Equipment Supply,,0
FY16-17,Expense,Police,10101,Rent Equipment,,4376
FY16-17,Expense,Police,10101,Other License & Fees,,54
FY16-17,Expense,Police,10101,Transfer Operational,,8492
FY16-17,Expense,Police,10101,Regular Pay,,5498490
FY16-17,Expense,Police,10101,Leave Pay,,881845
FY16-17,Expense,Police,10101,Holiday Pay,,348583
FY16-17,Expense,Police,10101,Overtime Pay,,131981
FY16-17,Expense,Police,10101,Out of Class Pay,,0
FY16-17,Expense,Police,10101,Shift Differential Pay,,59673
FY16-17,Expense,Police,10101,Injured on Duty Pay,,19396
FY16-17,Expense,Police,10101,Longevity,,53390
FY16-17,Expense,Police,10101,Overtime Pay-Traffic Court,,106433
FY16-17,Expense,Police,10101,IOD-CS 100 Percent,,0
FY16-17,Expense,Police,10101,IOD-CS 75 Percent,,0
FY16-17,Expense,Police,10101,IOD-Light Duty,,38552
FY16-17,Expense,Police,10101,IOD-NCS 90 Percent,,175
FY16-17,Expense,Police,10101,IOD-CS 90 Percent,,30070
FY16-17,Expense,Police,10101,Employer OASDI,,421697
FY16-17,Expense,Police,10101,Employer SSN Medical,,98623
FY16-17,Expense,Police,10101,Employer Group Health,,1171565
FY16-17,Expense,Police,10101,Employer Dental Group,,35567
FY16-17,Expense,Police,10101,Employer Group Life,,18412
FY16-17,Expense,Police,10101,Employer Pension,,1100508
FY16-17,Expense,Police,10101,FSA Pre-Tax Savings,,357
FY16-17,Expense,Police,10101,Cafe Plan Pre-Tax Savings,,33057
FY16-17,Expense,Police,10101,Building Relocation,,0
FY16-17,Expense,Police,10101,Care of Animals,,29326
FY16-17,Expense,Police,10101,Employee Out-of-town Travel,,7778
FY16-17,Expense,Police,10101,Employee Air Travel,,1501
FY16-17,Expense,Police,10101,Employee Local Travel/Park,,21211
FY16-17,Expense,Police,10101,Printing/Binding,,45
